cat_1,cat_2,cat_3,cat_4,day,month,target
0,Red,Trapezoid,Big,6,12,0.7982976944
0,Blue,Polygon,Small,7,8,10.5000663
,,Trapezoid,,3,3,4.851566919
0,Red,Circle,Small,5,3,-0.3317787906
0,Red,Triangle,Big,3,3,2.522150132
0,Red,Triangle,Small,6,12,3.440521311
0,Red,Polygon,Big,2,3,3.404945844
0,Blue,Circle,Small,1,3,1.75421524
0,Red,Triangle,Big,2,8,3.156114157
0,Red,Triangle,Average,3,7,4.881490137
0,Red,Polygon,Big,,,1.441535993
0,Red,Triangle,Big,5,7,2.910178732
0,Red,Triangle,Big,2,6,-0.1589786426
0,Green,Triangle,Average,5,12,5.048812916
0,Red,Trapezoid,Big,,2,3.114356185
0,Red,Triangle,Small,7,4,6.809613785
0,Green,Trapezoid,Small,1,5,2.188279505
0,Green,Trapezoid,Big,6,11,1.48415473
0,Red,Triangle,Small,2,9,5.465511998
0,Red,Triangle,Average,6,8,2.490481821
1,Red,Trapezoid,Average,1,12,2.122847128
0,,Trapezoid,Small,3,3,3.328594131
0,,,Big,6,3,2.61614549
0,Blue,Circle,Big,2,11,-0.5247699377
0,Red,Square,Average,7,5,1.680270127
0,Blue,Trapezoid,Big,6,11,5.267563613
0,Blue,Triangle,Average,,12,3.432075578
1,Blue,Square,,5,11,5.45033134
0,Blue,Polygon,Big,3,6,3.163780898
0,Red,Circle,Average,3,8,2.659084259
0,Blue,Trapezoid,Small,5,7,0.4126643801
0,Red,Triangle,Small,5,12,0.764163949
0,Blue,Polygon,Big,3,8,-3.130338206
0,Red,Triangle,Small,2,12,0.1744726911
0,Red,Triangle,Average,3,3,0.3691000667
0,Blue,Triangle,Average,3,5,1.739602809
0,Blue,Circle,Average,3,12,1.127656886
0,Blue,Heart,Small,6,8,1.953353645
0,Green,Polygon,Big,2,8,0.04302363688
0,Red,Polygon,Big,4,9,5.355936716
0,Red,Circle,Big,3,5,0.87530564
0,Green,Polygon,Small,3,6,3.375209813
0,Green,Trapezoid,Small,6,7,-0.05786998896
0,Red,Trapezoid,Small,3,8,5.597631989
0,Green,Square,Small,2,2,7.991586479
0,Red,Triangle,Small,7,6,-1.689340213
0,Blue,Polygon,Small,3,1,3.216823466
0,Red,Triangle,Small,3,6,3.325977123
0,Red,Polygon,,3,1,1.276878483
1,Blue,Circle,Big,1,11,-1.20803129
0,Red,Polygon,Small,5,7,1.010576362
0,Green,Trapezoid,Big,1,2,4.21486156
0,Blue,Triangle,Average,5,11,-0.8093070118
1,Red,Square,Big,7,7,6.642932712
0,Red,Trapezoid,Big,1,7,4.547642046
0,Red,Trapezoid,Big,1,8,-1.794985345
0,Red,Trapezoid,Average,2,,1.304532047
0,Blue,Circle,Small,7,11,1.254217763
0,Red,Star,Small,7,5,8.052917094
0,Blue,Circle,Small,6,11,0.06553514629
0,Red,Triangle,Average,1,3,-1.525084969
0,Blue,Triangle,Average,5,8,2.497719833
1,Red,Triangle,Big,5,11,6.539454165
0,Blue,Circle,Big,2,3,4.921493517
0,Blue,Polygon,Small,1,7,-1.632707749
0,Red,Polygon,Average,7,6,6.637443465
0,Green,Trapezoid,Average,6,7,0.7892521596
0,Red,Circle,Small,6,1,-1.215745432
0,Blue,Trapezoid,Average,6,5,-0.5862893063
0,Blue,Triangle,Small,5,6,-0.8574796222
0,Red,Trapezoid,Average,3,11,-0.244243964
0,Red,Polygon,Big,6,6,4.45531265
,Red,Circle,Small,5,8,0.5957597572
0,Blue,Polygon,Average,1,3,0.633547751
0,Blue,Trapezoid,Small,3,7,4.466584927
1,Blue,Trapezoid,Small,3,11,-4.116996536
0,Red,Triangle,Average,3,8,1.924253946
0,Red,Triangle,Small,1,8,-1.483918624
0,Red,Trapezoid,Big,4,6,0.948553389
0,Green,Circle,Small,5,1,2.646562318
0,Blue,Triangle,Big,5,6,2.323488588
0,,Polygon,Big,3,3,7.671134854
0,Red,Circle,Big,5,1,0.3197291704
0,Red,Polygon,Big,7,6,0.6333574156
1,Blue,Triangle,Big,5,7,-1.795771386
0,Blue,Trapezoid,Big,2,5,3.254759298
0,Green,Trapezoid,Small,6,5,7.170613215
0,Red,Circle,Average,5,9,7.365133899
0,Red,Triangle,Small,7,12,5.350784519
0,Red,Circle,Small,5,11,0.2590090636
0,Red,Circle,Average,6,3,1.967479008
0,Red,Triangle,Average,7,6,4.32378633
0,Blue,,,3,11,2.629657464
0,Red,Polygon,Big,6,2,0.1247943035
0,Red,Polygon,Small,2,6,0.5728671044
0,Red,Triangle,Average,7,3,1.016328998
0,Red,Polygon,Small,7,3,-0.05397634456
1,Blue,Trapezoid,,5,11,-4.072777258
0,Red,Polygon,Small,3,12,5.43633535
0,Red,Polygon,Big,3,8,1.94608294
0,Blue,,Small,1,8,6.346802485
0,Red,Trapezoid,Small,1,7,1.1317462
0,Red,Triangle,Big,5,12,3.9349681
0,Red,Triangle,Small,3,8,0.5990909474
0,Blue,Circle,Average,6,1,-1.347553158
0,Blue,Circle,Small,2,7,0.4467453388
0,Blue,Triangle,Big,7,9,-3.768394597
0,Blue,Triangle,Small,2,,0.2843318208
0,Red,Triangle,Small,3,6,1.408688654
0,Green,Square,Big,6,3,2.735817389
0,Red,Diamond,Average,1,1,2.543009353
0,Blue,Triangle,Big,3,6,2.629265044
0,Blue,Circle,Small,7,12,6.541691527
1,Blue,Triangle,Average,2,2,11.40518966
0,Red,Trapezoid,Big,5,6,1.104876485
,Blue,Triangle,Big,1,11,0.115290809
,Red,Triangle,Average,3,11,6.205351463
0,Blue,Polygon,Small,5,8,2.370763873
,Red,Polygon,Big,1,12,4.99934246
0,Red,Trapezoid,Big,2,12,2.947653995
0,Red,Square,Big,1,7,-1.49362728
0,Red,Triangle,Small,2,1,2.638335643
0,Red,Polygon,Small,2,9,8.313367972
0,Red,Triangle,Small,5,12,2.274610998
0,Blue,Polygon,Small,3,12,1.990817652
0,Red,Polygon,Small,1,1,2.733645618
1,Red,Triangle,Average,5,9,-0.7401026904
0,Red,Square,Big,3,5,5.759731908
0,Green,Triangle,Big,2,8,1.35410188
0,Blue,Circle,,3,6,-2.127582199
0,Blue,Polygon,Big,1,12,5.353286693
0,Red,Triangle,Small,2,7,4.897609684
0,,Triangle,Average,2,6,1.595206337
0,Green,Polygon,Small,1,5,0.9878658202
0,Blue,Triangle,,7,6,-3.500084779
0,Blue,Circle,Big,6,1,1.443210515
0,Red,Triangle,Big,6,8,2.721284731
0,Blue,Triangle,Small,7,11,-1.392055396
0,Blue,Trapezoid,Big,5,1,-0.4906505077
0,Green,Trapezoid,Big,3,7,1.274030055
0,Red,Circle,Big,1,6,3.890868962
0,Red,Triangle,Average,5,4,-1.155839832
0,Red,Polygon,Small,1,9,-0.3495980222
0,Blue,Triangle,Big,1,12,1.687531838
0,Blue,Triangle,Small,2,6,-6.582190675
1,Red,Square,Small,6,4,2.936178925
0,Blue,Circle,Small,5,6,6.372732636
1,Blue,Polygon,Big,1,1,0.7356879396
0,Blue,Polygon,Small,3,3,5.264647234
0,Red,Circle,Big,7,5,2.177399434
0,Red,Triangle,Big,2,2,5.402506915
1,Red,Circle,Big,5,12,-0.8885564448
0,Red,Polygon,Average,7,12,-1.158134777
0,Red,Triangle,,5,6,2.757126784
0,Green,Polygon,Big,6,1,-0.05467305225
0,Red,Triangle,Small,7,5,-0.6741673942
0,Red,Trapezoid,Small,4,7,1.721240425
0,Blue,Trapezoid,Average,5,12,2.566702482
0,Red,Polygon,Small,5,2,6.787059062
0,Red,,Small,1,8,1.372048229
0,Red,Circle,Big,1,12,2.864308996
0,Blue,Trapezoid,Big,6,11,-0.1538068524
0,Green,Triangle,Average,7,7,0.687943225
0,Red,Trapezoid,Big,6,7,1.159989037
0,Blue,Circle,Big,,,3.528407472
0,Blue,Polygon,Big,3,6,0.2856766486
0,Blue,Triangle,Small,6,3,0.4291351687
1,Red,Circle,Big,5,1,-1.521363657
0,Blue,Circle,Small,6,6,1.226206319
0,Red,Trapezoid,Small,6,11,1.521488598
0,Blue,Trapezoid,Small,3,7,1.022368787
0,Red,Triangle,Small,7,8,3.170960021
0,Blue,Triangle,Small,3,4,-0.7067986956
0,Red,Circle,Small,5,3,3.879696675
0,Red,Trapezoid,Small,6,9,4.254194679
0,Blue,Polygon,Average,5,5,-0.4163168279
0,Red,Star,Big,,12,2.839241763
0,Blue,Trapezoid,Small,7,3,2.174895211
0,Red,Polygon,Big,5,11,1.94555233
0,Green,Polygon,Small,1,3,4.202704131
0,Red,Polygon,Average,5,7,-2.355624132
0,Green,Polygon,Big,3,7,1.688359942
0,Red,Square,Big,7,7,-4.739650635
,Red,Triangle,Small,4,5,4.6755601
0,Blue,Circle,Big,7,5,1.139545683
0,Red,Trapezoid,Big,1,3,0.7534307143
,Red,Trapezoid,Small,6,1,2.76210246
0,Blue,Polygon,Small,4,7,4.449252694
0,Red,Square,Small,3,7,5.326201866
0,Red,Polygon,Average,3,3,2.080191619
0,Red,Polygon,Small,7,12,-2.500283185
0,Red,Triangle,Average,,5,-0.272781018
0,Blue,Polygon,Big,6,5,5.715824685
1,Blue,Trapezoid,Average,4,5,1.286814339
0,Red,Polygon,Big,3,5,-1.626272543
0,Red,Triangle,Average,5,7,5.907268069
0,Red,Trapezoid,Big,2,12,4.418281565
0,Red,Triangle,Big,3,5,2.967074835
0,Blue,Circle,Average,7,12,4.568587366
0,Red,Triangle,Small,3,3,0.972316443
0,Green,Circle,,3,1,1.909471369
0,Red,Polygon,Small,1,2,0.3973113263
0,Red,Trapezoid,Average,3,4,2.126520627
0,Red,Triangle,Big,1,5,3.910747461
0,Red,,Big,6,4,-2.641023165
0,Red,Trapezoid,Average,1,8,6.419521381
0,Red,Square,Average,5,12,-1.798553085
1,Blue,Triangle,Big,5,8,-0.6272100296
,Red,Polygon,Average,5,8,2.503972695
0,Red,Trapezoid,Big,7,12,3.852986875
0,Red,Circle,Small,2,6,-2.919808877
0,Red,Circle,Average,,2,4.5364944
0,Green,Trapezoid,Small,3,12,2.610635549
0,Red,Circle,Big,5,1,4.019248788
0,Blue,Circle,Big,1,1,2.743122886
0,Blue,Triangle,Average,4,5,3.479501743
0,Green,Star,Average,3,12,-0.1090069318
0,Red,Polygon,Big,7,8,2.546049387
0,Blue,Trapezoid,Small,6,1,-1.718786806
0,Red,Circle,Small,5,10,-0.1685754532
0,Red,Polygon,Big,6,3,-1.05701333
0,Blue,Circle,Big,5,11,-0.8907085127
0,Red,Triangle,Big,3,6,-0.8772816967
0,Red,Triangle,Average,6,9,-1.420779911
0,Red,Triangle,Average,3,11,-0.294832288
0,Red,Triangle,Small,6,2,1.290138616
0,Blue,Triangle,Small,2,9,-3.844277682
0,Blue,Star,Small,2,7,3.766561237
0,Red,Triangle,Small,,12,0.4808384961
0,Red,Polygon,Average,1,12,0.209429708
,Red,,Big,5,3,3.235234994
0,Red,Triangle,Small,2,6,0.8633799971
1,Blue,Square,Average,7,8,0.2007082866
0,Red,Square,Small,5,11,0.5774960398
0,Red,,Average,6,9,0.3139482826
1,Red,Star,Average,7,2,0.462207438
0,Red,Circle,Average,4,8,6.177645498
0,Red,Triangle,Big,6,1,3.429484418
0,Blue,Trapezoid,Small,3,12,3.535484422
0,Green,Circle,Big,5,11,1.373357022
0,Red,Triangle,Average,3,12,6.377999475
,Red,Triangle,Big,6,7,-2.827531639
0,Red,Polygon,Big,7,7,1.288883906
1,Red,Triangle,Big,7,8,1.498495675
0,Red,Polygon,Small,4,,7.419749453
0,Green,Trapezoid,Average,1,11,-1.078497145
1,Red,,Big,3,11,6.953193191
0,Red,Triangle,Small,2,11,0.3868282335
,Blue,Trapezoid,Small,5,3,0.8888371426
0,Blue,Triangle,Small,6,1,0.6879251767
0,Blue,Circle,Average,3,4,0.3485178272
0,Red,Triangle,Average,7,12,5.219727784
0,Red,Heart,Average,5,4,5.227282688
0,Red,Triangle,Average,5,4,4.321358563
0,Blue,Trapezoid,Small,1,11,3.585193509
0,Blue,Circle,Big,3,1,2.061920079
0,Green,Polygon,Big,6,12,-3.634542179
0,Red,Square,Small,1,1,-1.547189583
0,Blue,Triangle,Average,5,12,5.030302088
0,Blue,Trapezoid,Small,3,7,1.299314935
0,Red,Triangle,Big,2,5,3.783197336
0,Green,Circle,,5,8,8.924852805
0,,Trapezoid,Big,1,3,3.280963238
0,Blue,Trapezoid,Small,5,7,5.195408409
0,Blue,Polygon,Big,1,12,-1.323434507
0,Red,Trapezoid,Small,3,7,4.000539706
0,Blue,Triangle,Small,6,12,4.437408009
,Red,Polygon,Small,3,11,-0.5134801379
0,Green,Triangle,Big,3,2,2.348509792
,Red,Triangle,Small,7,8,1.057256176
0,Blue,Triangle,Big,1,6,6.720809545
0,Red,Circle,Average,5,6,-3.998160297
0,Red,Polygon,Small,3,11,0.9517759643
0,Red,Polygon,Small,3,5,-1.858736755
0,Red,Polygon,Small,6,11,1.908983248
1,Red,Circle,Big,3,6,-4.266633953
0,Red,,Average,7,6,3.605860988
0,Blue,Triangle,Average,2,6,1.955239905
0,Blue,Trapezoid,Small,6,8,-1.1022337
0,Red,Circle,Average,3,6,3.405777492
0,Red,,Big,1,12,-4.559049901
0,Red,Circle,Average,1,8,-1.925422476
0,Blue,Polygon,,6,6,5.228204213
0,Red,Circle,Big,5,11,1.800471205
0,Blue,Trapezoid,Average,2,3,3.790353325
0,Red,,Big,6,8,2.25393835
0,Red,Triangle,Small,7,8,-0.2020193136
0,Red,Triangle,Small,6,3,7.770263234
0,Blue,Triangle,Average,1,3,3.308900032
0,Red,Star,Average,7,12,-0.9650419571
0,Blue,Circle,Small,5,3,3.033338192
0,Red,Polygon,Big,7,12,1.09270911
0,Red,Circle,Average,6,5,-0.6268808583
0,Red,Circle,Average,3,8,1.665248349
0,Green,Polygon,Small,5,8,5.907017086
0,Red,,Small,5,9,6.968243818
0,Red,Polygon,Small,1,3,5.832524715
0,Blue,Trapezoid,Small,4,8,2.251035014
0,Red,Trapezoid,Small,6,,2.288604464
0,Red,Circle,Big,3,7,3.805468043
0,Red,Circle,Average,3,12,-0.1149642871
0,Blue,Trapezoid,Big,2,5,-1.422790838
0,Red,Trapezoid,Big,6,5,2.210825238
0,Green,Circle,Small,2,1,3.053751919
0,Red,Polygon,Average,1,11,2.465515156
0,Red,Triangle,Average,5,3,5.125884235
1,Blue,Square,Big,1,6,3.270296304
0,Red,Polygon,Small,7,5,-0.8627409426
0,Blue,Circle,Small,6,7,5.064727007
0,Red,Triangle,Small,2,5,-2.841758667
0,Green,Trapezoid,Average,7,2,2.931662735
0,Blue,Polygon,Small,2,8,1.79854965
0,Green,Triangle,Big,6,6,1.945444093
0,Blue,Circle,Average,7,9,1.392329162
0,Green,Circle,Average,6,7,-0.633271436
0,Blue,Circle,Big,7,9,3.96875091
0,Red,Triangle,Big,1,10,3.980603413
0,Red,Square,,6,12,-0.7979421951
0,Blue,Square,Big,5,5,0.6287097041
0,Blue,Polygon,Average,3,1,6.381849068
0,Red,Trapezoid,Average,1,7,6.596913021
0,Red,Triangle,Big,5,6,8.176830173
0,Red,Circle,Big,7,11,1.963979062
0,Red,Triangle,Small,1,8,3.2908297
0,Green,Circle,Small,2,11,-1.75431077
,Red,Triangle,Big,3,3,3.252515947
0,Green,Polygon,Small,1,8,1.991811051
,Green,Circle,Small,5,3,2.678834639
0,Blue,Circle,Big,5,,3.073320585
0,Red,Circle,Small,5,6,0.7564627088
0,Blue,Triangle,Small,1,2,-2.64820041
0,Blue,Triangle,Big,3,12,1.547155609
1,Green,Triangle,Big,3,6,0.9480544944
1,Green,Trapezoid,Average,1,12,0.4459015079
0,Blue,Star,Big,4,5,5.310466458
1,Blue,Triangle,Average,1,3,-1.475921222
0,Red,Triangle,Small,3,4,2.171936249
0,Red,Square,Big,6,12,0.81463798
0,Green,Polygon,Big,,6,-6.136294155
0,Red,Circle,Big,2,2,1.913614371
1,Red,Circle,Big,6,7,1.556516843
0,Blue,Triangle,Small,5,2,0.7291155514
1,Blue,Triangle,Big,1,1,0.4840863868
0,Red,Square,Small,5,3,4.091141996
0,Red,Circle,Small,5,12,0.6608140326
0,Blue,Polygon,Big,6,9,2.410627519
0,Red,Circle,Big,5,8,1.170897289
0,Red,Polygon,Big,7,,5.889227079
0,Red,Trapezoid,Average,7,3,-1.956699114
0,Green,Polygon,Average,3,1,2.528505236
0,Red,Trapezoid,Small,5,3,1.760623908
0,Green,Circle,Big,5,12,-2.847985462
0,Red,Trapezoid,Big,5,6,5.235676247
0,Blue,,Average,7,1,-0.4221494023
1,Red,Polygon,Small,2,6,-0.2110070668
0,Red,Circle,Average,1,11,-0.8828273248
1,Red,Polygon,Small,3,11,7.636441614
0,Red,Polygon,Big,1,3,-0.1912249522
0,Red,Trapezoid,Small,5,5,4.406058262
0,Red,Circle,Average,1,8,2.171698404
0,Blue,Polygon,Average,6,12,2.979585089
0,Blue,Square,Big,7,2,6.485233841
,Red,Trapezoid,Average,5,6,-3.338983706
0,Blue,Triangle,Average,1,9,8.242118156
0,Red,Circle,Big,1,1,-3.453436806
0,Blue,Triangle,Small,6,11,2.218146601
0,Red,Polygon,Average,5,3,1.723233919
0,Red,Polygon,Average,6,12,-0.1101430013
0,Red,Triangle,Small,7,2,4.220983159
0,Blue,Polygon,Small,7,12,4.084104829
0,Red,Polygon,Average,3,5,-0.8596927606
0,Blue,Circle,Big,5,11,5.722178819
0,Red,Polygon,Average,2,,-0.8904141073
0,Red,Square,Small,2,12,2.198339194
0,Red,Circle,Small,6,5,5.793543225
0,Red,Polygon,Small,3,1,7.007820629
0,Red,Trapezoid,Small,2,6,1.896912412
0,Red,Triangle,Small,3,5,2.892312027
0,Red,Triangle,Big,2,7,3.038510308
,Red,Circle,Average,1,12,-0.961578876
0,Red,Triangle,Small,3,8,2.604763
0,Blue,Polygon,Average,3,12,3.549094244
0,Green,Trapezoid,Big,2,6,1.841699894
0,Blue,Trapezoid,Big,3,7,-0.9835960427
0,Red,Triangle,Big,,10,-2.27070161
0,Blue,Trapezoid,Small,6,7,0.6506909031
1,Red,Polygon,Small,7,11,-2.441559138
0,Red,Polygon,Average,7,11,2.728504015
1,Red,Circle,Small,1,7,2.057133468
0,Red,Circle,Small,6,5,3.597042695
0,Blue,Polygon,Small,3,9,8.095581556
0,Green,Trapezoid,Big,6,8,4.173842842
0,Red,Triangle,Small,5,5,0.1517914238
0,Red,Triangle,Big,7,11,-1.119393595
0,Red,Triangle,Small,2,5,0.1508454982
0,Blue,Triangle,Small,5,8,0.5876797844
0,Red,Trapezoid,Big,5,5,1.145609773
0,Red,Triangle,Big,6,1,3.312501822
0,Green,Trapezoid,,5,8,5.069127711
0,Blue,Triangle,Big,5,6,3.92529785
1,Red,Triangle,Small,1,6,-0.992292504
0,,Circle,Average,5,11,-0.281834814
0,Red,Triangle,Big,7,8,3.470926523
0,Red,Polygon,Small,1,6,2.646027559
0,Red,Triangle,Big,5,1,1.071614332
1,Green,Trapezoid,Small,7,8,2.061746208
0,Red,Star,Average,4,3,2.963898651
0,Red,Polygon,Average,1,6,-3.852205027
1,Red,Polygon,Average,5,,0.9074811757
0,Red,Circle,Small,6,12,-1.421172187
0,Blue,Polygon,Small,5,6,0.4460548387
0,Blue,Trapezoid,,3,3,0.3009573324
0,,Polygon,Average,3,8,4.105868213
0,Red,Polygon,Average,7,3,4.404843336
1,Blue,Polygon,Small,5,1,6.37037371
1,Red,Triangle,Average,5,1,4.54505679
0,Blue,Circle,Average,7,,2.801491117
0,Red,Trapezoid,Small,2,5,-1.100446706
1,Green,Polygon,Small,6,3,5.418983847
1,Blue,Polygon,Average,2,12,4.343901406
0,Red,Square,Big,1,8,-3.485890742
1,Blue,Triangle,Average,7,12,-2.517839256
0,Blue,Trapezoid,Average,7,6,2.131806902
0,Green,Triangle,Average,5,8,6.186184657
0,Red,Triangle,Average,3,3,-1.211664584
0,Red,Triangle,Big,7,3,2.648669069
0,Red,Polygon,Small,1,12,8.541967046
0,Blue,Triangle,Small,3,12,0.3194399552
0,Blue,Circle,Small,1,7,6.139373245
0,Red,Triangle,Big,5,12,4.11526867
0,Blue,Triangle,Big,6,8,4.044225593
0,Red,Trapezoid,Big,1,1,5.912375026
0,Blue,Triangle,Big,7,5,-1.171208108
1,Red,Polygon,Average,6,12,7.593197365
0,Red,Triangle,Big,5,7,4.290766206
0,Blue,Circle,Small,1,8,1.83242339
0,Blue,Circle,Average,7,5,4.378779289
1,Green,Circle,Average,2,8,-2.820256852
0,,Trapezoid,Big,2,6,0.7083246948
0,Blue,Triangle,Big,3,5,0.4238244726
0,Red,Circle,Small,6,11,2.836808737
0,Red,Star,Small,2,12,4.448528284
0,Red,Trapezoid,Small,5,5,1.552573387
1,Blue,Polygon,Small,,8,1.363562567
0,Red,Circle,Average,6,3,3.480895151
1,Red,Triangle,Big,5,8,1.085321402
0,Red,Polygon,,3,8,3.284100273
0,Blue,Square,Small,,3,3.936682647
0,Red,Triangle,Small,7,1,0.5462042017
0,Red,Circle,Big,5,2,2.166607302
0,Red,Circle,Big,1,12,1.137851857
0,Blue,Circle,Big,3,5,-2.608116434
0,Red,Triangle,Small,3,3,-2.745717911
0,Blue,Polygon,Big,1,5,1.628261484
0,Red,Star,Small,7,12,0.1790359104
0,Blue,Trapezoid,Big,5,12,-0.5904013221
0,Red,Triangle,Average,3,6,1.610097165
1,Red,Triangle,Small,3,7,2.403174657
0,Blue,Triangle,Small,3,7,-3.931399791
0,Red,Square,Big,6,4,4.483756351
0,Blue,Square,Big,6,,2.429048748
0,Red,Trapezoid,Small,,7,0.6953605124
1,Blue,Polygon,Average,5,9,7.738663807
0,Red,Triangle,Small,2,6,1.699931059
0,Blue,Square,Big,7,12,-1.766569359
0,Red,Circle,Small,2,9,-1.549312683
0,Red,Trapezoid,Big,4,1,-0.5620404379
0,Red,Trapezoid,Average,3,11,2.60723981
0,Blue,Circle,Big,1,2,0.2843451176
1,Red,,Small,7,8,-2.461265599
0,Red,Polygon,Small,6,12,0.1889459558
1,Red,Trapezoid,Small,6,5,3.819000633
,Blue,Triangle,Average,7,7,3.551235605
0,Blue,Triangle,Small,3,6,-0.6973565758
0,Red,,Average,5,8,2.082076446
0,Blue,Triangle,Big,1,5,3.448047541
1,Red,Triangle,Big,5,1,-0.2354474603
0,Red,Triangle,Small,5,7,2.55718396
0,Red,Circle,Small,7,7,-0.7684982692
0,Red,Trapezoid,Big,3,11,6.659024546
0,Blue,Triangle,,6,1,-2.195075455
0,Red,Trapezoid,Big,6,2,4.057739316
0,Green,Triangle,Big,2,2,0.6237897344
0,Red,Polygon,Small,5,5,-2.184320624
0,Red,Polygon,Big,7,2,6.372235002
0,Blue,,Small,7,9,-6.572395127
1,Red,Polygon,Small,5,1,2.090148707
0,Red,Star,Average,1,5,3.227844725
0,Red,Trapezoid,Big,3,11,-0.9489396903
0,Green,Circle,Big,3,5,8.989909468
0,Red,Trapezoid,Small,3,1,3.010754506
0,Blue,Square,Small,4,7,4.822185626
1,Red,Polygon,Small,1,6,1.302180253
0,Blue,Circle,Small,3,4,2.885477896
1,Blue,Circle,Average,3,5,3.077692617
0,Red,Polygon,,5,8,-0.01619576282
0,Red,Triangle,Big,1,8,2.971953908
0,Blue,Triangle,Big,4,7,-0.2533944032
1,Red,Square,Big,5,8,-0.5118377058
0,Red,Polygon,Small,1,3,7.652085236
0,Blue,Polygon,Small,3,12,1.445027478
0,Blue,Trapezoid,Average,3,,4.378843251
0,Blue,Polygon,Small,5,8,3.115799612
1,Blue,Polygon,Big,3,11,3.013552794
1,Blue,Polygon,Big,3,12,5.960785228
0,Blue,Trapezoid,Small,4,7,6.613923396
0,Red,Triangle,Average,7,6,-0.535441616
1,Red,Polygon,Average,5,1,0.243488876
0,Red,Trapezoid,Small,2,5,-2.648396721
0,Red,Circle,Small,5,3,0.09401526278
0,Blue,Triangle,Big,6,3,-1.998908997
0,,Polygon,Big,3,5,-6.714783346
0,Blue,Trapezoid,Small,6,9,1.795238166
0,Blue,Polygon,Big,6,8,-2.640273379
0,Red,Triangle,Average,3,12,6.804489593
0,Blue,Polygon,Average,6,9,3.707683248
0,Blue,Triangle,Small,2,,3.072277046
0,Red,Circle,Small,5,12,-0.5716399823
1,Blue,Triangle,Average,1,1,1.685130258
0,Blue,Polygon,Small,3,3,0.6665527112
0,Blue,Trapezoid,Average,4,7,1.622236467
0,Red,Trapezoid,Average,5,8,2.686193719
0,Blue,Trapezoid,Small,1,1,3.342100483
0,Red,Polygon,Average,4,,1.741874608
0,Blue,Trapezoid,Big,6,11,5.375120179
0,Red,Trapezoid,Big,5,11,9.293324353
0,Red,Triangle,Small,5,1,-5.338314255
0,Blue,Triangle,Small,6,11,1.271990005
0,Blue,Circle,Big,7,3,1.742846208
0,Blue,Polygon,Average,6,8,4.953148206
0,Blue,Polygon,Small,3,6,-0.2810322352
0,Red,Polygon,Small,7,8,1.762645561
1,Red,Trapezoid,Big,7,6,-6.824254485
0,Blue,Square,Average,7,6,2.92193816
0,Red,Circle,,6,2,0.4434898038
0,Red,Triangle,Average,1,9,1.749059527
0,Red,Polygon,Big,7,1,0.9913710301
0,Blue,Trapezoid,Small,5,7,-1.623400118
1,Green,Circle,Small,2,5,2.479897615
,Red,Polygon,Small,3,,0.5993300489
0,Red,Trapezoid,Big,3,3,3.911565957
0,,Trapezoid,Average,5,8,-1.017901009
0,Blue,Trapezoid,Small,7,1,0.9715490251
0,Blue,Triangle,Small,5,3,-0.3364989562
0,Red,Triangle,Big,1,1,-0.8508787334
0,Red,Polygon,Big,7,1,1.756072706
0,Blue,Triangle,Big,7,5,2.097629725
1,Red,Circle,Small,2,,5.203839184
0,Red,Circle,Big,1,5,-0.6200498385
0,Blue,Polygon,Small,2,3,6.875559409
,Red,Polygon,Small,1,6,3.77949533
0,Blue,Polygon,Average,1,12,-0.8759377773
0,Red,Trapezoid,Big,1,8,2.833664671
0,Red,Trapezoid,Small,7,5,1.753852922
0,Red,Triangle,Average,5,8,7.196538138
0,Red,Polygon,Big,6,7,10.80338515
0,Blue,Triangle,Small,5,3,-0.4321194771
0,Blue,Circle,Small,6,7,-2.563141426
0,Red,Square,Big,2,12,2.194375704
0,Blue,Polygon,Small,2,5,-1.406524134
0,Blue,Trapezoid,Average,3,3,-0.9059178299
0,Red,Triangle,Average,6,2,-0.8739605108
0,Red,Triangle,Small,5,12,2.343597285
0,Red,Circle,Average,4,2,-2.704092007
0,,Triangle,Small,6,1,5.387183381
0,Red,Trapezoid,Big,7,3,1.451898383
0,Green,Trapezoid,Small,2,1,-1.237699607
0,Blue,Trapezoid,Small,3,12,-2.219044278
0,,Star,Big,1,9,-1.092045434
0,Red,Polygon,Small,6,3,3.147522404
0,Red,Star,Small,5,5,-0.5045892223
0,Green,Trapezoid,Big,7,12,5.349870615
0,Blue,Trapezoid,Average,6,3,0.7451240204
0,Red,Triangle,Average,7,3,3.028198562
0,Red,Polygon,Small,3,11,1.106580182
0,Red,Polygon,,7,8,2.436024465
0,Green,Circle,Small,5,1,4.817355188
1,Green,Polygon,Small,5,3,1.625759086
0,Red,Square,Big,4,8,-0.9414818983
1,Green,Square,Small,6,3,2.105729425
0,Red,Triangle,Big,3,7,-3.039563702
0,Red,Trapezoid,Small,6,3,-1.862705489
,Red,Polygon,Big,3,3,3.905092946
0,Blue,Polygon,Average,3,8,-3.111470406
1,Red,Polygon,Small,6,11,1.121511452
0,Blue,Square,Big,5,11,4.317362061
0,Blue,Polygon,Small,7,6,0.5859192606
0,Red,Trapezoid,Small,3,6,4.28524844
0,Red,Circle,Small,6,8,8.680610861
0,Blue,Circle,Big,3,3,0.7416882499
0,Red,Polygon,Small,5,8,3.346456692
0,Red,Trapezoid,Average,3,7,3.66236549
0,Red,Triangle,Average,6,1,8.377699586
